T07,"Enrolment in primary, secondary and tertiary education levels",,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
804,Ukraine,2005,Gross enrollment ratio - Secondary (male),99.1712,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
804,Ukraine,2005,Gross enrollment ratio - Secondary (female),91.8303,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
804,Ukraine,2005,Students enrolled in tertiary education (thousands),"2,604.88",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
804,Ukraine,2005,Gross enrollment ratio - Tertiary (male),63.0763,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
804,Ukraine,2005,Gross enrollment ratio - Tertiary (female),77.9664,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
804,Ukraine,2010,Students enrolled in primary education (thousands),"1,540.28",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
804,Ukraine,2010,Gross enrollement ratio - Primary (male),98.5008,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
804,Ukraine,2010,Gross enrollment ratio - Primary (female),99.0711,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
804,Ukraine,2010,Students enrolled in secondary education (thousands),"3,132.97",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
804,Ukraine,2010,Gross enrollment ratio - Secondary (male),96.6502,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
804,Ukraine,2010,Gross enrollment ratio - Secondary (female),94.3343,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
804,Ukraine,2010,Students enrolled in tertiary education (thousands),"2,635.00",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
804,Ukraine,2010,Gross enrollment ratio - Tertiary (male),71.2319,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
804,Ukraine,2010,Gross enrollment ratio - Tertiary (female),89.5106,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
804,Ukraine,2014,Students enrolled in primary education (thousands),"1,685.03",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
804,Ukraine,2014,Gross enrollement ratio - Primary (male),98.8964,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
804,Ukraine,2014,Gross enrollment ratio - Primary (female),100.9187,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
804,Ukraine,2014,Students enrolled in secondary education (thousands),"2,713.65",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
804,Ukraine,2014,Gross enrollment ratio - Secondary (male),97.8235,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
804,Ukraine,2014,Gross enrollment ratio - Secondary (female),95.6959,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
804,Ukraine,2014,Students enrolled in tertiary education (thousands),"2,146.03",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
804,Ukraine,2014,Gross enrollment ratio - Tertiary (male),77.6435,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
804,Ukraine,2014,Gross enrollment ratio - Tertiary (female),89.4793,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
804,Ukraine,2015,Students enrolled in primary education (thousands),"1,536.58",The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
804,Ukraine,2015,Students enrolled in secondary education (thousands),"2,370.30",The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
804,Ukraine,2015,Students enrolled in tertiary education (thousands),"1,776.19",The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
804,Ukraine,2017,Students enrolled in primary education (thousands),"1,644.26",The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
804,Ukraine,2017,Students enrolled in secondary education (thousands),"2,334.98",The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
804,Ukraine,2017,Students enrolled in tertiary education (thousands),"1,667.29",The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
784,United Arab Emirates,2005,Students enrolled in primary education (thousands),262.807,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
784,United Arab Emirates,2007,Students enrolled in primary education (thousands),284.034,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
784,United Arab Emirates,2007,Gross enrollement ratio - Primary (male),101.538,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
784,United Arab Emirates,2007,Gross enrollment ratio - Primary (female),101.5371,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
784,United Arab Emirates,2007,Students enrolled in tertiary education (thousands),80.296,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
784,United Arab Emirates,2010,Students enrolled in primary education (thousands),326.588,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
784,United Arab Emirates,2010,Students enrolled in tertiary education (thousands),101.906,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
784,United Arab Emirates,2014,Students enrolled in primary education (thousands),409.776,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
784,United Arab Emirates,2014,Gross enrollement ratio - Primary (male),103.5693,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
784,United Arab Emirates,2014,Gross enrollment ratio - Primary (female),106.3158,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
784,United Arab Emirates,2014,Students enrolled in tertiary education (thousands),143.06,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
784,United Arab Emirates,2015,Students enrolled in primary education (thousands),460.975,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
784,United Arab Emirates,2015,Gross enrollement ratio - Primary (male),112.8137,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
784,United Arab Emirates,2015,Gross enrollment ratio - Primary (female),114.3218,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
784,United Arab Emirates,2015,Students enrolled in tertiary education (thousands),156.613,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
784,United Arab Emirates,2016,Students enrolled in primary education (thousands),467.723,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
784,United Arab Emirates,2016,Gross enrollement ratio - Primary (male),112.7826,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
784,United Arab Emirates,2016,Gross enrollment ratio - Primary (female),108.882,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
784,United Arab Emirates,2016,Students enrolled in secondary education (thousands),441.51,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
784,United Arab Emirates,2016,Gross enrollment ratio - Secondary (male),98.6346,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
784,United Arab Emirates,2016,Gross enrollment ratio - Secondary (female),92.9848,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
784,United Arab Emirates,2016,Students enrolled in tertiary education (thousands),159.553,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
826,United Kingdom,2005,Students enrolled in primary education (thousands),"4,634.99",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
826,United Kingdom,2005,Gross enrollement ratio - Primary (male),106.3353,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
826,United Kingdom,2005,Gross enrollment ratio - Primary (female),106.2262,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
826,United Kingdom,2005,Students enrolled in secondary education (thousands),"5,760.89",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
826,United Kingdom,2005,Gross enrollment ratio - Secondary (male),103.8683,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
826,United Kingdom,2005,Gross enrollment ratio - Secondary (female),106.9871,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
826,United Kingdom,2005,Students enrolled in tertiary education (thousands),"2,287.54",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
826,United Kingdom,2005,Gross enrollment ratio - Tertiary (male),49.5279,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
826,United Kingdom,2005,Gross enrollment ratio - Tertiary (female),68.8509,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
826,United Kingdom,2010,Students enrolled in primary education (thousands),"4,421.90",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
826,United Kingdom,2010,Gross enrollement ratio - Primary (male),105.0256,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
826,United Kingdom,2010,Gross enrollment ratio - Primary (female),104.4559,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
826,United Kingdom,2010,Students enrolled in secondary education (thousands),"5,538.23",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
826,United Kingdom,2010,Gross enrollment ratio - Secondary (male),102.8628,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
826,United Kingdom,2010,Gross enrollment ratio - Secondary (female),103.2479,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
826,United Kingdom,2010,Students enrolled in tertiary education (thousands),"2,479.20",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
826,United Kingdom,2010,Gross enrollment ratio - Tertiary (male),50.716,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
826,United Kingdom,2010,Gross enrollment ratio - Tertiary (female),67.8857,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
826,United Kingdom,2014,Students enrolled in primary education (thousands),"4,737.07",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
826,United Kingdom,2014,Gross enrollement ratio - Primary (male),107.6528,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
826,United Kingdom,2014,Gross enrollment ratio - Primary (female),107.4585,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
826,United Kingdom,2014,Students enrolled in secondary education (thousands),"6,556.99",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
826,United Kingdom,2014,Gross enrollment ratio - Secondary (male),124.8507,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
826,United Kingdom,2014,Gross enrollment ratio - Secondary (female),129.8763,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
826,United Kingdom,2014,Students enrolled in tertiary education (thousands),"2,352.93",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
826,United Kingdom,2014,Gross enrollment ratio - Tertiary (male),49.4394,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
826,United Kingdom,2014,Gross enrollment ratio - Tertiary (female),65.4251,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
826,United Kingdom,2015,Students enrolled in primary education (thousands),"4,617.32",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
826,United Kingdom,2015,Gross enrollement ratio - Primary (male),101.9669,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
826,United Kingdom,2015,Gross enrollment ratio - Primary (female),101.8488,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
826,United Kingdom,2015,Students enrolled in secondary education (thousands),"6,374.67",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
826,United Kingdom,2015,Gross enrollment ratio - Secondary (male),123.5768,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
826,United Kingdom,2015,Gross enrollment ratio - Secondary (female),127.4867,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
826,United Kingdom,2015,Students enrolled in tertiary education (thousands),"2,330.33",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
826,United Kingdom,2015,Gross enrollment ratio - Tertiary (male),49.1864,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
826,United Kingdom,2015,Gross enrollment ratio - Tertiary (female),65.7618,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
826,United Kingdom,2016,Students enrolled in primary education (thousands),"4,721.65",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
826,United Kingdom,2016,Gross enrollement ratio - Primary (male),101.4859,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
826,United Kingdom,2016,Gross enrollment ratio - Primary (female),101.3382,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
826,United Kingdom,2016,Students enrolled in secondary education (thousands),"7,642.06",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
826,United Kingdom,2016,Gross enrollment ratio - Secondary (male),144.2492,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
826,United Kingdom,2016,Gross enrollment ratio - Secondary (female),160.4866,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
826,United Kingdom,2016,Students enrolled in tertiary education (thousands),"2,387.28",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
826,United Kingdom,2016,Gross enrollment ratio - Tertiary (male),50.6782,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
826,United Kingdom,2016,Gross enrollment ratio - Tertiary (female),68.5325,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
834,United Rep. of Tanzania,2005,Students enrolled in primary education (thousands),"7,541.21",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
834,United Rep. of Tanzania,2005,Gross enrollement ratio - Primary (male),104.8555,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
834,United Rep. of Tanzania,2005,Gross enrollment ratio - Primary (female),99.6961,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
834,United Rep. of Tanzania,2005,Students enrolled in tertiary education (thousands),51.554,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
834,United Rep. of Tanzania,2005,Gross enrollment ratio - Tertiary (male),2.0038,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
834,United Rep. of Tanzania,2005,Gross enrollment ratio - Tertiary (female),0.9426,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
834,United Rep. of Tanzania,2010,Students enrolled in primary education (thousands),"8,419.31",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
834,United Rep. of Tanzania,2010,Gross enrollement ratio - Primary (male),97.069,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
834,United Rep. of Tanzania,2010,Gross enrollment ratio - Primary (female),97.7293,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
834,United Rep. of Tanzania,2010,Students enrolled in secondary education (thousands),"1,825.96",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
834,United Rep. of Tanzania,2010,Gross enrollment ratio - Secondary (male),34.2603,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
834,United Rep. of Tanzania,2010,Gross enrollment ratio - Secondary (female),27.0982,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
834,United Rep. of Tanzania,2010,Students enrolled in tertiary education (thousands),85.113,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
834,United Rep. of Tanzania,2010,Gross enrollment ratio - Tertiary (male),2.3831,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
834,United Rep. of Tanzania,2010,Gross enrollment ratio - Tertiary (female),1.8617,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
834,United Rep. of Tanzania,2013,Students enrolled in primary education (thousands),"8,231.91",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
834,United Rep. of Tanzania,2013,Gross enrollement ratio - Primary (male),84.9219,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
834,United Rep. of Tanzania,2013,Gross enrollment ratio - Primary (female),86.1586,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
834,United Rep. of Tanzania,2013,Students enrolled in secondary education (thousands),"2,052.30",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
834,United Rep. of Tanzania,2013,Gross enrollment ratio - Secondary (male),33.0722,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
834,United Rep. of Tanzania,2013,Gross enrollment ratio - Secondary (female),30.2719,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
834,United Rep. of Tanzania,2013,Students enrolled in tertiary education (thousands),158.262,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
834,United Rep. of Tanzania,2013,Gross enrollment ratio - Tertiary (male),4.8138,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
834,United Rep. of Tanzania,2013,Gross enrollment ratio - Tertiary (female),2.4619,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
834,United Rep. of Tanzania,2014,Students enrolled in primary education (thousands),"8,222.67",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
834,United Rep. of Tanzania,2014,Gross enrollement ratio - Primary (male),81.6597,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
834,United Rep. of Tanzania,2014,Gross enrollment ratio - Primary (female),83.582,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
834,United Rep. of Tanzania,2015,Students enrolled in primary education (thousands),"8,298.28",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
834,United Rep. of Tanzania,2015,Gross enrollement ratio - Primary (male),79.5215,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
834,United Rep. of Tanzania,2015,Gross enrollment ratio - Primary (female),81.9608,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
834,United Rep. of Tanzania,2015,Students enrolled in tertiary education (thousands),182.404,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
834,United Rep. of Tanzania,2015,Gross enrollment ratio - Tertiary (male),5.2241,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
834,United Rep. of Tanzania,2015,Gross enrollment ratio - Tertiary (female),2.6725,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
834,United Rep. of Tanzania,2016,Students enrolled in primary education (thousands),"8,638.57",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
