Temperature - (Celsius), Year, Statistics, Country, ISO3
20.3188, 2012, Jun Average, Nepal, NPL
19.0793, 2012, Jul Average, Nepal, NPL
18.5423, 2012, Aug Average, Nepal, NPL
17.3129, 2012, Sep Average, Nepal, NPL
12.5863, 2012, Oct Average, Nepal, NPL
8.19998, 2012, Nov Average, Nepal, NPL
5.7138, 2012, Dec Average, Nepal, NPL
3.22699, 2013, Jan Average, Nepal, NPL
4.57224, 2013, Feb Average, Nepal, NPL
10.0402, 2013, Mar Average, Nepal, NPL
13.7887, 2013, Apr Average, Nepal, NPL
17.5743, 2013, May Average, Nepal, NPL
18.5199, 2013, Jun Average, Nepal, NPL
18.8821, 2013, Jul Average, Nepal, NPL
18.2808, 2013, Aug Average, Nepal, NPL
17.1712, 2013, Sep Average, Nepal, NPL
13.482, 2013, Oct Average, Nepal, NPL
8.35395, 2013, Nov Average, Nepal, NPL
5.25833, 2013, Dec Average, Nepal, NPL
3.69631, 2014, Jan Average, Nepal, NPL
4.66805, 2014, Feb Average, Nepal, NPL
9.37012, 2014, Mar Average, Nepal, NPL
13.8548, 2014, Apr Average, Nepal, NPL
16.0086, 2014, May Average, Nepal, NPL
19.5154, 2014, Jun Average, Nepal, NPL
18.9818, 2014, Jul Average, Nepal, NPL
18.7336, 2014, Aug Average, Nepal, NPL
17.0987, 2014, Sep Average, Nepal, NPL
13.2473, 2014, Oct Average, Nepal, NPL
9.33237, 2014, Nov Average, Nepal, NPL
5.33178, 2014, Dec Average, Nepal, NPL
2.72014, 2015, Jan Average, Nepal, NPL
5.52754, 2015, Feb Average, Nepal, NPL
9.04349, 2015, Mar Average, Nepal, NPL
12.7445, 2015, Apr Average, Nepal, NPL
17.372, 2015, May Average, Nepal, NPL
18.9541, 2015, Jun Average, Nepal, NPL
18.5395, 2015, Jul Average, Nepal, NPL
18.6069, 2015, Aug Average, Nepal, NPL
17.4764, 2015, Sep Average, Nepal, NPL
13.8288, 2015, Oct Average, Nepal, NPL
9.62291, 2015, Nov Average, Nepal, NPL
5.24164, 2015, Dec Average, Nepal, NPL
3.93619, 2016, Jan Average, Nepal, NPL
6.94576, 2016, Feb Average, Nepal, NPL
11.1842, 2016, Mar Average, Nepal, NPL
15.1148, 2016, Apr Average, Nepal, NPL
16.8399, 2016, May Average, Nepal, NPL
19.0456, 2016, Jun Average, Nepal, NPL
18.6189, 2016, Jul Average, Nepal, NPL
18.9422, 2016, Aug Average, Nepal, NPL
17.5222, 2016, Sep Average, Nepal, NPL
14.5464, 2016, Oct Average, Nepal, NPL
9.58866, 2016, Nov Average, Nepal, NPL
6.72259, 2016, Dec Average, Nepal, NPL
25.2578, 1991, Jan Average, New Caledonia, NCL
25.4331, 1991, Feb Average, New Caledonia, NCL
23.7185, 1991, Mar Average, New Caledonia, NCL
22.6241, 1991, Apr Average, New Caledonia, NCL
20.6139, 1991, May Average, New Caledonia, NCL
19.7784, 1991, Jun Average, New Caledonia, NCL
19.1493, 1991, Jul Average, New Caledonia, NCL
19.2204, 1991, Aug Average, New Caledonia, NCL
19.777, 1991, Sep Average, New Caledonia, NCL
21.012, 1991, Oct Average, New Caledonia, NCL
21.9266, 1991, Nov Average, New Caledonia, NCL
23.9543, 1991, Dec Average, New Caledonia, NCL
25.1047, 1992, Jan Average, New Caledonia, NCL
25.3527, 1992, Feb Average, New Caledonia, NCL
24.331, 1992, Mar Average, New Caledonia, NCL
22.6964, 1992, Apr Average, New Caledonia, NCL
21.1879, 1992, May Average, New Caledonia, NCL
20.0024, 1992, Jun Average, New Caledonia, NCL
18.973, 1992, Jul Average, New Caledonia, NCL
19.0547, 1992, Aug Average, New Caledonia, NCL
20.0795, 1992, Sep Average, New Caledonia, NCL
20.0874, 1992, Oct Average, New Caledonia, NCL
22.6783, 1992, Nov Average, New Caledonia, NCL
23.5148, 1992, Dec Average, New Caledonia, NCL
24.3272, 1993, Jan Average, New Caledonia, NCL
24.334, 1993, Feb Average, New Caledonia, NCL
24.4934, 1993, Mar Average, New Caledonia, NCL
21.9986, 1993, Apr Average, New Caledonia, NCL
20.8277, 1993, May Average, New Caledonia, NCL
19.7052, 1993, Jun Average, New Caledonia, NCL
19.7733, 1993, Jul Average, New Caledonia, NCL
18.8246, 1993, Aug Average, New Caledonia, NCL
19.4848, 1993, Sep Average, New Caledonia, NCL
21.292, 1993, Oct Average, New Caledonia, NCL
22.9378, 1993, Nov Average, New Caledonia, NCL
23.6948, 1993, Dec Average, New Caledonia, NCL
25.3603, 1994, Jan Average, New Caledonia, NCL
24.6477, 1994, Feb Average, New Caledonia, NCL
24.336, 1994, Mar Average, New Caledonia, NCL
22.6754, 1994, Apr Average, New Caledonia, NCL
21.1045, 1994, May Average, New Caledonia, NCL
19.6109, 1994, Jun Average, New Caledonia, NCL
18.1435, 1994, Jul Average, New Caledonia, NCL
18.6325, 1994, Aug Average, New Caledonia, NCL
18.9313, 1994, Sep Average, New Caledonia, NCL
20.7742, 1994, Oct Average, New Caledonia, NCL
23.2367, 1994, Nov Average, New Caledonia, NCL
23.0504, 1994, Dec Average, New Caledonia, NCL
24.9995, 1995, Jan Average, New Caledonia, NCL
25.1888, 1995, Feb Average, New Caledonia, NCL
25.1765, 1995, Mar Average, New Caledonia, NCL
23.908, 1995, Apr Average, New Caledonia, NCL
21.3761, 1995, May Average, New Caledonia, NCL
19.7872, 1995, Jun Average, New Caledonia, NCL
19.5877, 1995, Jul Average, New Caledonia, NCL
19.2849, 1995, Aug Average, New Caledonia, NCL
20.3376, 1995, Sep Average, New Caledonia, NCL
22.2252, 1995, Oct Average, New Caledonia, NCL
23.8317, 1995, Nov Average, New Caledonia, NCL
24.79, 1995, Dec Average, New Caledonia, NCL
25.3581, 1996, Jan Average, New Caledonia, NCL
25.6633, 1996, Feb Average, New Caledonia, NCL
24.7975, 1996, Mar Average, New Caledonia, NCL
24.3389, 1996, Apr Average, New Caledonia, NCL
21.5497, 1996, May Average, New Caledonia, NCL
20.1024, 1996, Jun Average, New Caledonia, NCL
19.2132, 1996, Jul Average, New Caledonia, NCL
19.0184, 1996, Aug Average, New Caledonia, NCL
20.5166, 1996, Sep Average, New Caledonia, NCL
21.8325, 1996, Oct Average, New Caledonia, NCL
22.7886, 1996, Nov Average, New Caledonia, NCL
24.888, 1996, Dec Average, New Caledonia, NCL
24.0413, 1997, Jan Average, New Caledonia, NCL
24.6799, 1997, Feb Average, New Caledonia, NCL
24.7184, 1997, Mar Average, New Caledonia, NCL
22.5405, 1997, Apr Average, New Caledonia, NCL
21.8073, 1997, May Average, New Caledonia, NCL
19.9988, 1997, Jun Average, New Caledonia, NCL
18.3738, 1997, Jul Average, New Caledonia, NCL
18.1904, 1997, Aug Average, New Caledonia, NCL
19.7563, 1997, Sep Average, New Caledonia, NCL
20.5655, 1997, Oct Average, New Caledonia, NCL
23.4532, 1997, Nov Average, New Caledonia, NCL
25.5102, 1997, Dec Average, New Caledonia, NCL
25.3938, 1998, Jan Average, New Caledonia, NCL
25.73, 1998, Feb Average, New Caledonia, NCL
25.2264, 1998, Mar Average, New Caledonia, NCL
24.562, 1998, Apr Average, New Caledonia, NCL
22.7469, 1998, May Average, New Caledonia, NCL
21.2216, 1998, Jun Average, New Caledonia, NCL
20.5537, 1998, Jul Average, New Caledonia, NCL
20.8185, 1998, Aug Average, New Caledonia, NCL
21.1068, 1998, Sep Average, New Caledonia, NCL
22.5447, 1998, Oct Average, New Caledonia, NCL
23.2213, 1998, Nov Average, New Caledonia, NCL
24.2533, 1998, Dec Average, New Caledonia, NCL
25.2849, 1999, Jan Average, New Caledonia, NCL
25.4694, 1999, Feb Average, New Caledonia, NCL
25.3938, 1999, Mar Average, New Caledonia, NCL
23.7334, 1999, Apr Average, New Caledonia, NCL
22.5787, 1999, May Average, New Caledonia, NCL
19.8981, 1999, Jun Average, New Caledonia, NCL
20.2889, 1999, Jul Average, New Caledonia, NCL
18.9551, 1999, Aug Average, New Caledonia, NCL
20.3856, 1999, Sep Average, New Caledonia, NCL
22.0501, 1999, Oct Average, New Caledonia, NCL
22.5829, 1999, Nov Average, New Caledonia, NCL
23.0159, 1999, Dec Average, New Caledonia, NCL
24.5436, 2000, Jan Average, New Caledonia, NCL
24.7265, 2000, Feb Average, New Caledonia, NCL
24.2337, 2000, Mar Average, New Caledonia, NCL
23.2087, 2000, Apr Average, New Caledonia, NCL
22.4991, 2000, May Average, New Caledonia, NCL
19.668, 2000, Jun Average, New Caledonia, NCL
18.9384, 2000, Jul Average, New Caledonia, NCL
19.1929, 2000, Aug Average, New Caledonia, NCL
20.377, 2000, Sep Average, New Caledonia, NCL
21.8561, 2000, Oct Average, New Caledonia, NCL
22.631, 2000, Nov Average, New Caledonia, NCL
23.895, 2000, Dec Average, New Caledonia, NCL
24.9256, 2001, Jan Average, New Caledonia, NCL
24.899, 2001, Feb Average, New Caledonia, NCL
25.4596, 2001, Mar Average, New Caledonia, NCL
22.808, 2001, Apr Average, New Caledonia, NCL
21.6546, 2001, May Average, New Caledonia, NCL
19.6406, 2001, Jun Average, New Caledonia, NCL
18.9549, 2001, Jul Average, New Caledonia, NCL
19.3385, 2001, Aug Average, New Caledonia, NCL
20.2967, 2001, Sep Average, New Caledonia, NCL
22.1449, 2001, Oct Average, New Caledonia, NCL
23.806, 2001, Nov Average, New Caledonia, NCL
25.0843, 2001, Dec Average, New Caledonia, NCL
25.9483, 2002, Jan Average, New Caledonia, NCL
25.675, 2002, Feb Average, New Caledonia, NCL
24.4814, 2002, Mar Average, New Caledonia, NCL
23.208, 2002, Apr Average, New Caledonia, NCL
21.4657, 2002, May Average, New Caledonia, NCL
21.002, 2002, Jun Average, New Caledonia, NCL
18.747, 2002, Jul Average, New Caledonia, NCL
19.4301, 2002, Aug Average, New Caledonia, NCL
20.1523, 2002, Sep Average, New Caledonia, NCL
21.7898, 2002, Oct Average, New Caledonia, NCL
22.2758, 2002, Nov Average, New Caledonia, NCL
24.219, 2002, Dec Average, New Caledonia, NCL
24.656, 2003, Jan Average, New Caledonia, NCL
25.1552, 2003, Feb Average, New Caledonia, NCL
24.8291, 2003, Mar Average, New Caledonia, NCL
23.008, 2003, Apr Average, New Caledonia, NCL
22.2847, 2003, May Average, New Caledonia, NCL
20.8024, 2003, Jun Average, New Caledonia, NCL
19.1005, 2003, Jul Average, New Caledonia, NCL
18.5142, 2003, Aug Average, New Caledonia, NCL
19.712, 2003, Sep Average, New Caledonia, NCL
21.4463, 2003, Oct Average, New Caledonia, NCL
22.427, 2003, Nov Average, New Caledonia, NCL
24.4648, 2003, Dec Average, New Caledonia, NCL
25.5014, 2004, Jan Average, New Caledonia, NCL
26.5423, 2004, Feb Average, New Caledonia, NCL
24.72, 2004, Mar Average, New Caledonia, NCL
22.9802, 2004, Apr Average, New Caledonia, NCL
21.7785, 2004, May Average, New Caledonia, NCL
20.1917, 2004, Jun Average, New Caledonia, NCL
18.8972, 2004, Jul Average, New Caledonia, NCL
18.6361, 2004, Aug Average, New Caledonia, NCL
19.9782, 2004, Sep Average, New Caledonia, NCL
21.7708, 2004, Oct Average, New Caledonia, NCL
22.722, 2004, Nov Average, New Caledonia, NCL
23.9269, 2004, Dec Average, New Caledonia, NCL
25.8256, 2005, Jan Average, New Caledonia, NCL
25.8393, 2005, Feb Average, New Caledonia, NCL
24.0742, 2005, Mar Average, New Caledonia, NCL
22.9663, 2005, Apr Average, New Caledonia, NCL
21.5803, 2005, May Average, New Caledonia, NCL
19.979, 2005, Jun Average, New Caledonia, NCL
19.2113, 2005, Jul Average, New Caledonia, NCL
18.5309, 2005, Aug Average, New Caledonia, NCL
20.1065, 2005, Sep Average, New Caledonia, NCL
21.5846, 2005, Oct Average, New Caledonia, NCL
22.702, 2005, Nov Average, New Caledonia, NCL
24.6237, 2005, Dec Average, New Caledonia, NCL
25.1814, 2006, Jan Average, New Caledonia, NCL
24.7896, 2006, Feb Average, New Caledonia, NCL
24.7482, 2006, Mar Average, New Caledonia, NCL
24.0405, 2006, Apr Average, New Caledonia, NCL
21.38, 2006, May Average, New Caledonia, NCL
19.6171, 2006, Jun Average, New Caledonia, NCL
18.3941, 2006, Jul Average, New Caledonia, NCL
18.8385, 2006, Aug Average, New Caledonia, NCL
19.7841, 2006, Sep Average, New Caledonia, NCL
20.6572, 2006, Oct Average, New Caledonia, NCL
23.1113, 2006, Nov Average, New Caledonia, NCL
23.5197, 2006, Dec Average, New Caledonia, NCL
24.3642, 2007, Jan Average, New Caledonia, NCL
25.2445, 2007, Feb Average, New Caledonia, NCL
24.6211, 2007, Mar Average, New Caledonia, NCL
22.908, 2007, Apr Average, New Caledonia, NCL
21.7616, 2007, May Average, New Caledonia, NCL
21.9676, 2007, Jun Average, New Caledonia, NCL
18.978, 2007, Jul Average, New Caledonia, NCL
20.1812, 2007, Aug Average, New Caledonia, NCL
20.8123, 2007, Sep Average, New Caledonia, NCL
22.0982, 2007, Oct Average, New Caledonia, NCL
23.3439, 2007, Nov Average, New Caledonia, NCL
24.5287, 2007, Dec Average, New Caledonia, NCL
25.7447, 2008, Jan Average, New Caledonia, NCL
25.632, 2008, Feb Average, New Caledonia, NCL
24.7147, 2008, Mar Average, New Caledonia, NCL
23.4529, 2008, Apr Average, New Caledonia, NCL
20.2648, 2008, May Average, New Caledonia, NCL
19.915, 2008, Jun Average, New Caledonia, NCL
20.1818, 2008, Jul Average, New Caledonia, NCL
19.5171, 2008, Aug Average, New Caledonia, NCL
20.4646, 2008, Sep Average, New Caledonia, NCL
21.2982, 2008, Oct Average, New Caledonia, NCL
23.6825, 2008, Nov Average, New Caledonia, NCL
24.7998, 2008, Dec Average, New Caledonia, NCL
25.2964, 2009, Jan Average, New Caledonia, NCL
25.8895, 2009, Feb Average, New Caledonia, NCL
24.9703, 2009, Mar Average, New Caledonia, NCL
23.4303, 2009, Apr Average, New Caledonia, NCL
20.7856, 2009, May Average, New Caledonia, NCL
20.1263, 2009, Jun Average, New Caledonia, NCL
19.1351, 2009, Jul Average, New Caledonia, NCL
19.1674, 2009, Aug Average, New Caledonia, NCL
20.4341, 2009, Sep Average, New Caledonia, NCL
21.1889, 2009, Oct Average, New Caledonia, NCL
22.6474, 2009, Nov Average, New Caledonia, NCL
24.3734, 2009, Dec Average, New Caledonia, NCL
24.5752, 2010, Jan Average, New Caledonia, NCL
24.6604, 2010, Feb Average, New Caledonia, NCL
24.1565, 2010, Mar Average, New Caledonia, NCL
23.516, 2010, Apr Average, New Caledonia, NCL
22.0235, 2010, May Average, New Caledonia, NCL
21.0116, 2010, Jun Average, New Caledonia, NCL
19.8088, 2010, Jul Average, New Caledonia, NCL
20.6951, 2010, Aug Average, New Caledonia, NCL
20.9447, 2010, Sep Average, New Caledonia, NCL
22.5125, 2010, Oct Average, New Caledonia, NCL
23.1956, 2010, Nov Average, New Caledonia, NCL
25.3322, 2010, Dec Average, New Caledonia, NCL
25.3006, 2011, Jan Average, New Caledonia, NCL
25.4423, 2011, Feb Average, New Caledonia, NCL
24.9299, 2011, Mar Average, New Caledonia, NCL
23.2545, 2011, Apr Average, New Caledonia, NCL
21.3251, 2011, May Average, New Caledonia, NCL
20.7118, 2011, Jun Average, New Caledonia, NCL
19.3549, 2011, Jul Average, New Caledonia, NCL
19.3859, 2011, Aug Average, New Caledonia, NCL
19.4531, 2011, Sep Average, New Caledonia, NCL
21.6822, 2011, Oct Average, New Caledonia, NCL
23.0547, 2011, Nov Average, New Caledonia, NCL
24.7337, 2011, Dec Average, New Caledonia, NCL
24.8205, 2012, Jan Average, New Caledonia, NCL
25.2978, 2012, Feb Average, New Caledonia, NCL
24.7259, 2012, Mar Average, New Caledonia, NCL
23.2518, 2012, Apr Average, New Caledonia, NCL
21.2577, 2012, May Average, New Caledonia, NCL
20.4944, 2012, Jun Average, New Caledonia, NCL
19.4005, 2012, Jul Average, New Caledonia, NCL
18.7036, 2012, Aug Average, New Caledonia, NCL
19.5966, 2012, Sep Average, New Caledonia, NCL
21.2529, 2012, Oct Average, New Caledonia, NCL
22.201, 2012, Nov Average, New Caledonia, NCL
24.0538, 2012, Dec Average, New Caledonia, NCL
24.2176, 2013, Jan Average, New Caledonia, NCL
24.6076, 2013, Feb Average, New Caledonia, NCL
24.4161, 2013, Mar Average, New Caledonia, NCL
23.408, 2013, Apr Average, New Caledonia, NCL
20.792, 2013, May Average, New Caledonia, NCL
20.0024, 2013, Jun Average, New Caledonia, NCL
19.5873, 2013, Jul Average, New Caledonia, NCL
19.0309, 2013, Aug Average, New Caledonia, NCL
20.1046, 2013, Sep Average, New Caledonia, NCL
21.7321, 2013, Oct Average, New Caledonia, NCL
23.0547, 2013, Nov Average, New Caledonia, NCL
23.8948, 2013, Dec Average, New Caledonia, NCL
24.7874, 2014, Jan Average, New Caledonia, NCL
24.1477, 2014, Feb Average, New Caledonia, NCL
24.0459, 2014, Mar Average, New Caledonia, NCL
23.5893, 2014, Apr Average, New Caledonia, NCL
21.3481, 2014, May Average, New Caledonia, NCL
20.4624, 2014, Jun Average, New Caledonia, NCL
18.5802, 2014, Jul Average, New Caledonia, NCL
20.0067, 2014, Aug Average, New Caledonia, NCL
19.7447, 2014, Sep Average, New Caledonia, NCL
20.9572, 2014, Oct Average, New Caledonia, NCL
22.6067, 2014, Nov Average, New Caledonia, NCL
24.753, 2014, Dec Average, New Caledonia, NCL
25.1859, 2015, Jan Average, New Caledonia, NCL
25.8744, 2015, Feb Average, New Caledonia, NCL
24.7783, 2015, Mar Average, New Caledonia, NCL
23.4126, 2015, Apr Average, New Caledonia, NCL
21.4302, 2015, May Average, New Caledonia, NCL
19.7822, 2015, Jun Average, New Caledonia, NCL
19.2879, 2015, Jul Average, New Caledonia, NCL
18.9385, 2015, Aug Average, New Caledonia, NCL
19.6447, 2015, Sep Average, New Caledonia, NCL
20.8277, 2015, Oct Average, New Caledonia, NCL
22.9818, 2015, Nov Average, New Caledonia, NCL
24.0086, 2015, Dec Average, New Caledonia, NCL
25.1409, 2016, Jan Average, New Caledonia, NCL
26.4996, 2016, Feb Average, New Caledonia, NCL
25.2184, 2016, Mar Average, New Caledonia, NCL
24.2233, 2016, Apr Average, New Caledonia, NCL
22.7535, 2016, May Average, New Caledonia, NCL
20.9071, 2016, Jun Average, New Caledonia, NCL
20.2542, 2016, Jul Average, New Caledonia, NCL
19.6348, 2016, Aug Average, New Caledonia, NCL
20.8024, 2016, Sep Average, New Caledonia, NCL
21.9478, 2016, Oct Average, New Caledonia, NCL
23.5044, 2016, Nov Average, New Caledonia, NCL
23.7496, 2016, Dec Average, New Caledonia, NCL
14.8046, 1991, Jan Average, New Zealand, NZL
14.7032, 1991, Feb Average, New Zealand, NZL
13.2964, 1991, Mar Average, New Zealand, NZL
9.78019, 1991, Apr Average, New Zealand, NZL
7.56054, 1991, May Average, New Zealand, NZL
4.35591, 1991, Jun Average, New Zealand, NZL
3.95081, 1991, Jul Average, New Zealand, NZL
6.56661, 1991, Aug Average, New Zealand, NZL
8.00516, 1991, Sep Average, New Zealand, NZL
9.30661, 1991, Oct Average, New Zealand, NZL
9.87876, 1991, Nov Average, New Zealand, NZL
12.5862, 1991, Dec Average, New Zealand, NZL
14.7047, 1992, Jan Average, New Zealand, NZL
14.0361, 1992, Feb Average, New Zealand, NZL
11.5989, 1992, Mar Average, New Zealand, NZL
8.49878, 1992, Apr Average, New Zealand, NZL
5.86606, 1992, May Average, New Zealand, NZL
4.35543, 1992, Jun Average, New Zealand, NZL
4.87697, 1992, Jul Average, New Zealand, NZL
4.67995, 1992, Aug Average, New Zealand, NZL
6.05527, 1992, Sep Average, New Zealand, NZL
8.53047, 1992, Oct Average, New Zealand, NZL
11.832, 1992, Nov Average, New Zealand, NZL
12.4509, 1992, Dec Average, New Zealand, NZL
13.5525, 1993, Jan Average, New Zealand, NZL
13.6255, 1993, Feb Average, New Zealand, NZL
11.9879, 1993, Mar Average, New Zealand, NZL
9.45461, 1993, Apr Average, New Zealand, NZL
7.68227, 1993, May Average, New Zealand, NZL
6.31304, 1993, Jun Average, New Zealand, NZL
4.81299, 1993, Jul Average, New Zealand, NZL
4.97174, 1993, Aug Average, New Zealand, NZL
6.48868, 1993, Sep Average, New Zealand, NZL
10.0964, 1993, Oct Average, New Zealand, NZL
10.2694, 1993, Nov Average, New Zealand, NZL
12.4798, 1993, Dec Average, New Zealand, NZL
15.3237, 1994, Jan Average, New Zealand, NZL
15.419, 1994, Feb Average, New Zealand, NZL
12.2928, 1994, Mar Average, New Zealand, NZL
10.6728, 1994, Apr Average, New Zealand, NZL
8.00494, 1994, May Average, New Zealand, NZL
4.71344, 1994, Jun Average, New Zealand, NZL
4.1831, 1994, Jul Average, New Zealand, NZL
5.99007, 1994, Aug Average, New Zealand, NZL
6.69485, 1994, Sep Average, New Zealand, NZL
8.59656, 1994, Oct Average, New Zealand, NZL
11.1983, 1994, Nov Average, New Zealand, NZL
13.2308, 1994, Dec Average, New Zealand, NZL
14.6746, 1995, Jan Average, New Zealand, NZL
15.4517, 1995, Feb Average, New Zealand, NZL
13.4369, 1995, Mar Average, New Zealand, NZL
11.8834, 1995, Apr Average, New Zealand, NZL
8.13845, 1995, May Average, New Zealand, NZL
5.1757, 1995, Jun Average, New Zealand, NZL
3.49537, 1995, Jul Average, New Zealand, NZL
5.28441, 1995, Aug Average, New Zealand, NZL
7.51762, 1995, Sep Average, New Zealand, NZL
9.15549, 1995, Oct Average, New Zealand, NZL
10.7141, 1995, Nov Average, New Zealand, NZL
14.434, 1995, Dec Average, New Zealand, NZL
15.4841, 1996, Jan Average, New Zealand, NZL
15.2939, 1996, Feb Average, New Zealand, NZL
12.5961, 1996, Mar Average, New Zealand, NZL
11.4181, 1996, Apr Average, New Zealand, NZL
7.45343, 1996, May Average, New Zealand, NZL
4.61876, 1996, Jun Average, New Zealand, NZL
4.23071, 1996, Jul Average, New Zealand, NZL
5.01748, 1996, Aug Average, New Zealand, NZL
8.79054, 1996, Sep Average, New Zealand, NZL
9.98114, 1996, Oct Average, New Zealand, NZL
10.5457, 1996, Nov Average, New Zealand, NZL
12.9048, 1996, Dec Average, New Zealand, NZL
13.6162, 1997, Jan Average, New Zealand, NZL
15.2157, 1997, Feb Average, New Zealand, NZL
12.5568, 1997, Mar Average, New Zealand, NZL
9.91704, 1997, Apr Average, New Zealand, NZL
8.38921, 1997, May Average, New Zealand, NZL
5.34225, 1997, Jun Average, New Zealand, NZL
4.24802, 1997, Jul Average, New Zealand, NZL
5.49846, 1997, Aug Average, New Zealand, NZL
6.91724, 1997, Sep Average, New Zealand, NZL
9.68152, 1997, Oct Average, New Zealand, NZL
11.4297, 1997, Nov Average, New Zealand, NZL
13.0277, 1997, Dec Average, New Zealand, NZL
15.4401, 1998, Jan Average, New Zealand, NZL
17.3598, 1998, Feb Average, New Zealand, NZL
14.6877, 1998, Mar Average, New Zealand, NZL
11.0923, 1998, Apr Average, New Zealand, NZL
8.31546, 1998, May Average, New Zealand, NZL
5.79289, 1998, Jun Average, New Zealand, NZL
6.21339, 1998, Jul Average, New Zealand, NZL
5.5177, 1998, Aug Average, New Zealand, NZL
8.28854, 1998, Sep Average, New Zealand, NZL
10.7555, 1998, Oct Average, New Zealand, NZL
11.5035, 1998, Nov Average, New Zealand, NZL
13.9224, 1998, Dec Average, New Zealand, NZL
16.2856, 1999, Jan Average, New Zealand, NZL
16.0238, 1999, Feb Average, New Zealand, NZL
15.1001, 1999, Mar Average, New Zealand, NZL
10.8624, 1999, Apr Average, New Zealand, NZL
9.30223, 1999, May Average, New Zealand, NZL
5.98799, 1999, Jun Average, New Zealand, NZL
5.2372, 1999, Jul Average, New Zealand, NZL
5.73082, 1999, Aug Average, New Zealand, NZL
8.01144, 1999, Sep Average, New Zealand, NZL
10.6666, 1999, Oct Average, New Zealand, NZL
12.0327, 1999, Nov Average, New Zealand, NZL
12.6911, 1999, Dec Average, New Zealand, NZL
14.2633, 2000, Jan Average, New Zealand, NZL
14.9958, 2000, Feb Average, New Zealand, NZL
12.9346, 2000, Mar Average, New Zealand, NZL
11.021, 2000, Apr Average, New Zealand, NZL
8.52006, 2000, May Average, New Zealand, NZL
6.17625, 2000, Jun Average, New Zealand, NZL
6.07153, 2000, Jul Average, New Zealand, NZL
5.69396, 2000, Aug Average, New Zealand, NZL
7.87527, 2000, Sep Average, New Zealand, NZL
9.92354, 2000, Oct Average, New Zealand, NZL
9.76866, 2000, Nov Average, New Zealand, NZL
14.3539, 2000, Dec Average, New Zealand, NZL
13.6113, 2001, Jan Average, New Zealand, NZL
15.3455, 2001, Feb Average, New Zealand, NZL
13.3544, 2001, Mar Average, New Zealand, NZL
10.6892, 2001, Apr Average, New Zealand, NZL
8.32083, 2001, May Average, New Zealand, NZL
5.45745, 2001, Jun Average, New Zealand, NZL
3.82297, 2001, Jul Average, New Zealand, NZL
6.36827, 2001, Aug Average, New Zealand, NZL
8.50844, 2001, Sep Average, New Zealand, NZL
10.9322, 2001, Oct Average, New Zealand, NZL
11.8159, 2001, Nov Average, New Zealand, NZL
14.4503, 2001, Dec Average, New Zealand, NZL
15.0021, 2002, Jan Average, New Zealand, NZL
14.2184, 2002, Feb Average, New Zealand, NZL
13.7409, 2002, Mar Average, New Zealand, NZL
10.471, 2002, Apr Average, New Zealand, NZL
8.24073, 2002, May Average, New Zealand, NZL
6.70417, 2002, Jun Average, New Zealand, NZL
4.92166, 2002, Jul Average, New Zealand, NZL
6.17295, 2002, Aug Average, New Zealand, NZL
8.40912, 2002, Sep Average, New Zealand, NZL
8.59058, 2002, Oct Average, New Zealand, NZL
10.6745, 2002, Nov Average, New Zealand, NZL
13.3904, 2002, Dec Average, New Zealand, NZL
14.4155, 2003, Jan Average, New Zealand, NZL
14.4471, 2003, Feb Average, New Zealand, NZL
14.1898, 2003, Mar Average, New Zealand, NZL
10.3722, 2003, Apr Average, New Zealand, NZL
8.51011, 2003, May Average, New Zealand, NZL
7.05437, 2003, Jun Average, New Zealand, NZL
3.96924, 2003, Jul Average, New Zealand, NZL
5.70192, 2003, Aug Average, New Zealand, NZL
7.72731, 2003, Sep Average, New Zealand, NZL
9.12052, 2003, Oct Average, New Zealand, NZL
10.7474, 2003, Nov Average, New Zealand, NZL
13.5276, 2003, Dec Average, New Zealand, NZL
15.5896, 2004, Jan Average, New Zealand, NZL
14.0454, 2004, Feb Average, New Zealand, NZL
12.0718, 2004, Mar Average, New Zealand, NZL
9.34123, 2004, Apr Average, New Zealand, NZL
8.15773, 2004, May Average, New Zealand, NZL
6.40141, 2004, Jun Average, New Zealand, NZL
3.97251, 2004, Jul Average, New Zealand, NZL
4.57752, 2004, Aug Average, New Zealand, NZL
6.86723, 2004, Sep Average, New Zealand, NZL
9.25656, 2004, Oct Average, New Zealand, NZL
11.6731, 2004, Nov Average, New Zealand, NZL
11.058, 2004, Dec Average, New Zealand, NZL
14.8486, 2005, Jan Average, New Zealand, NZL
16.3443, 2005, Feb Average, New Zealand, NZL
13.7199, 2005, Mar Average, New Zealand, NZL
10.1, 2005, Apr Average, New Zealand, NZL
8.35048, 2005, May Average, New Zealand, NZL
4.98551, 2005, Jun Average, New Zealand, NZL
5.75225, 2005, Jul Average, New Zealand, NZL
6.5912, 2005, Aug Average, New Zealand, NZL
8.37262, 2005, Sep Average, New Zealand, NZL
9.55, 2005, Oct Average, New Zealand, NZL
11.5805, 2005, Nov Average, New Zealand, NZL
15.2818, 2005, Dec Average, New Zealand, NZL
14.6982, 2006, Jan Average, New Zealand, NZL
14.9677, 2006, Feb Average, New Zealand, NZL
12.0857, 2006, Mar Average, New Zealand, NZL
12.0758, 2006, Apr Average, New Zealand, NZL
7.77917, 2006, May Average, New Zealand, NZL
4.20247, 2006, Jun Average, New Zealand, NZL
4.85343, 2006, Jul Average, New Zealand, NZL
